segm_idx,tablet_CDLI,view_desc,collection,bbox,scale,assigned
289,P334071,Obv,saa05,"[527, 223, 865, 965]",3.36,True
296,P334071,Rev,saa05,"[519, 1369, 857, 2108]",3.36,True
302,P313640,Obv,saa05,"[655, 64, 1158, 804]",2.36,True
305,P313640,Rev,saa05,"[662, 1120, 1153, 1858]",2.36,True
310,P313665,Obv,saa05,"[20, 0, 378, 465]",2.99,True
316,P313510,Obv,saa05,"[1053, 561, 1649, 1315]",4.0,True
328,P313510,Rev,saa05,"[1033, 3250, 1675, 4099]",4.0,True
336,P313539,Obv,saa05,"[425, 308, 649, 736]",2.2,True
345,P314118,Obv,saa05,"[239, 54, 426, 366]",3.04,True
355,P334595,Obv,saa05,"[328, 91, 847, 716]",2.8,True
358,P334595,Rev,saa05,"[335, 1271, 808, 1932]",2.8,True
363,P334921,Obv,saa05,"[638, 49, 1017, 635]",2.24,True
367,P334921,Rev,saa05,"[659, 921, 913, 1522]",2.24,True
374,P334137,Obv,saa05,"[441, 86, 943, 1005]",2.28,True
377,P334137,Rev,saa05,"[458, 1253, 961, 2187]",2.28,True
382,P313500,Obv,saa05,"[1011, 260, 1558, 1132]",2.03,True
404,P334612,Obv,saa05,"[1594, 867, 2560, 2832]",1.03,True
411,P334612,Rev,saa05,"[1624, 3958, 2618, 5919]",1.03,True
417,P313827,Obv,saa05,"[324, 59, 709, 537]",2.52,True
422,P313827,Rev,saa05,"[342, 1165, 714, 1643]",2.52,True
427,P313779,Obv,saa05,"[627, 279, 1091, 925]",2.09,True
429,P313779,Rev,saa05,"[643, 1260, 1096, 1897]",2.09,True
434,P334535,Obv,saa05,"[345, 58, 689, 716]",2.69,True
436,P334535,Rev,saa05,"[338, 1007, 686, 1659]",2.69,True
441,P334723,Obv,saa05,"[369, 54, 892, 604]",2.51,True
445,P334723,Rev,saa05,"[364, 935, 916, 1466]",2.51,True
449,P314236,Obv,saa05,"[350, 58, 852, 1025]",1.95,True
452,P314236,Rev,saa05,"[366, 1334, 839, 2326]",1.95,True
455,P334186,Obv,saa05,"[483, 83, 871, 921]",3.86,True
463,P334186,Rev,saa05,"[486, 1527, 873, 2214]",3.86,True
470,P314245,Obv,saa05,"[346, 70, 568, 723]",2.6,True
472,P314245,Rev,saa05,"[352, 997, 572, 1656]",2.6,True
476,P313607,Obv,saa05,"[454, 50, 1102, 1066]",1.94,True
484,P334094,Obv,saa05,"[377, 71, 902, 485]",2.24,True
487,P334094,Rev,saa05,"[367, 816, 895, 1219]",2.24,True
493,P334863,Obv,saa05,"[408, 79, 706, 850]",1.2,True
501,P313480,Rev,saa05,"[324, 84, 704, 751]",3.22,True
503,P313480,Obv,saa05,"[320, 998, 707, 1676]",3.22,True
520,P334613,Obv,saa05,"[636, 163, 1204, 1313]",1.65,True
525,P334613,Rev,saa05,"[642, 1672, 1219, 2525]",1.65,True
528,P314189,Obv,saa05,"[90, 64, 377, 323]",1.08,True
534,P313833,Obv,saa05,"[319, 76, 614, 782]",1.77,True
535,P313833,Rev,saa05,"[339, 819, 611, 1533]",1.77,True
537,P313883,Obv,saa05,"[380, 58, 646, 553]",2.72,True
545,P313541,Obv,saa05,"[457, 45, 1122, 994]",2.42,True
549,P313541,Rev,saa05,"[464, 1358, 1118, 2289]",2.42,True
552,P313686,Obv,saa05,"[59, 7, 316, 315]",2.39,True
565,P313469,Obv,saa05,"[601, 80, 1315, 784]",2.55,True
569,P313469,Rev,saa05,"[604, 1091, 1314, 1779]",2.55,True
573,P334091,Obv,saa05,"[793, 519, 1269, 1109]",2.06,True
579,P334091,Rev,saa05,"[806, 1395, 1282, 1986]",2.06,True
585,P334369,Obv,saa05,"[305, 79, 679, 814]",3.86,True
592,P334369,Rev,saa05,"[296, 1284, 679, 2016]",3.86,True
598,P334070,Obv,saa05,"[471, 87, 831, 719]",2.66,True
606,P313817,Obv,saa05,"[282, 180, 676, 893]",3.11,True
607,P313817,Rev,saa05,"[284, 945, 674, 1674]",3.11,True
610,P334831,Rev,saa05,"[357, 61, 773, 701]",2.87,True
614,P334831,Obv,saa05,"[352, 970, 776, 1623]",2.87,True
618,P334772,Obv,saa05,"[617, 93, 1023, 1387]",2.03,True
626,P334772,Rev,saa05,"[622, 2739, 1023, 4062]",2.03,True
630,P334615,Obv,saa05,"[824, 482, 1295, 1141]",2.12,True
640,P334713,Obv,saa05,"[310, 54, 690, 679]",3.31,True
642,P334713,Rev,saa05,"[306, 907, 697, 1535]",3.31,True
645,P334351,Obv,saa05,"[463, 85, 954, 991]",2.23,True
662,P334439,Obv,saa05,"[857, 1796, 1434, 2386]",2.15,True
667,P314291,Obv,saa05,"[338, 92, 614, 717]",2.82,True
675,P313609,Rev,saa05,"[318, 62, 689, 527]",2.49,True
680,P334350,Obv,saa05,"[462, 49, 1001, 998]",2.42,True
690,P334282,Obv,saa05,"[318, 77, 698, 752]",2.55,True
693,P334282,Rev,saa05,"[313, 987, 700, 1657]",2.55,True
698,P314327,Obv,saa05,"[449, 96, 783, 687]",2.72,True
701,P314327,Rev,saa05,"[451, 1032, 790, 1633]",2.72,True
705,P334357,Obv,saa05,"[334, 88, 646, 657]",3.47,True
711,P334357,Rev,saa05,"[332, 991, 642, 1543]",3.47,True
727,P313450,Obv,saa05,"[967, 322, 1821, 2029]",1.63,True
735,P313450,Rev,saa05,"[1006, 3292, 1854, 4939]",1.63,True
742,P334698,Obv,saa05,"[319, 52, 706, 601]",3.06,True
745,P334698,Rev,saa05,"[324, 882, 717, 1419]",3.06,True
754,P334084,Obv,saa05,"[329, 57, 777, 884]",3.05,True
756,P334084,Rev,saa05,"[316, 1138, 778, 1968]",3.05,True
761,P313858,Obv,saa05,"[630, 74, 1233, 489]",2.04,True
767,P313738,Obv,saa05,"[516, 204, 1091, 652]",2.83,True
772,P313738,Rev,saa05,"[549, 1594, 1090, 2015]",2.83,True
780,P334348,Obv,saa05,"[675, 602, 1527, 1769]",1.71,True
784,P334348,Rev,saa05,"[689, 2191, 1531, 3349]",1.71,True
790,P313930,Obv,saa05,"[277, 84, 702, 572]",2.0,True
798,P334321,Obv,saa05,"[367, 68, 823, 788]",2.49,True
800,P334321,Rev,saa05,"[355, 1031, 832, 1734]",2.49,True
806,P334263,Obv,saa05,"[409, 64, 861, 982]",2.75,True
809,P334263,Rev,saa05,"[412, 1278, 863, 2208]",2.75,True
818,P313855,Obv,saa05,"[614, 300, 962, 929]",2.35,True
823,P334291,Obv,saa05,"[332, 52, 784, 883]",3.23,True
828,P334291,Rev,saa05,"[326, 1449, 772, 2280]",3.23,True
834,P313619,Obv,saa05,"[357, 65, 787, 682]",2.67,True
839,P313585,Obv,saa05,"[637, 182, 1535, 1190]",1.28,True
843,P313585,Rev,saa05,"[587, 1096, 1867, 2651]",1.28,True
849,P334388,Obv,saa05,"[634, 46, 1236, 982]",2.74,True
858,P334388,Rev,saa05,"[645, 1857, 1231, 2784]",2.74,True
862,P314087,Obv,saa05,"[4, 0, 424, 477]",2.63,True
866,P314068,Rev,saa05,"[317, 56, 578, 668]",2.53,True
871,P314068,Obv,saa05,"[319, 1056, 588, 1682]",2.53,True
876,P334182,Obv,saa05,"[1010, 268, 1777, 1288]",1.42,True
881,P334182,Rev,saa05,"[1009, 1664, 1789, 2681]",1.42,True
915,P314040,Obv,saa05,"[31, 16, 556, 318]",2.55,True
916,P314040,Rev,saa05,"[3, 339, 577, 650]",2.55,True
923,P313615,Obv,saa05,"[339, 824, 605, 1363]",1.49,True
927,P313711,Obv,saa05,"[692, 63, 1099, 702]",3.48,True
932,P313711,Rev,saa05,"[709, 1014, 1091, 1669]",3.48,True
939,P334200,Obv,saa05,"[764, 375, 1242, 1149]",3.16,True
942,P334200,Rev,saa05,"[770, 1401, 1248, 2192]",3.16,True
948,P313990,Obv,saa05,"[294, 70, 626, 488]",1.32,True
956,P313546,Rev,saa05,"[329, 55, 800, 946]",1.76,True
959,P313546,Obv,saa05,"[329, 1334, 806, 2233]",1.76,True
962,P334281,Obv,saa05,"[15, 11, 1170, 1263]",2.02,True
966,P334281,Rev,saa05,"[332, 1762, 1136, 2949]",2.02,True
970,P334322,Rev,saa05,"[432, 63, 1023, 1201]",3.11,True
973,P334322,Obv,saa05,"[438, 1533, 1023, 2690]",3.11,True
976,P334892,Rev,saa05,"[450, 194, 815, 706]",2.16,True
981,P334892,Obv,saa05,"[445, 1430, 815, 1927]",2.16,True
985,P334521,Obv,saa05,"[378, 113, 880, 907]",1.97,True
988,P334521,Rev,saa05,"[395, 1173, 871, 1970]",1.97,True
1002,P334498,Rev,saa05,"[409, 59, 970, 793]",2.83,True
1005,P334498,Obv,saa05,"[402, 1141, 970, 1864]",2.83,True
1008,P314043,Rev,saa05,"[14, 0, 315, 425]",3.54,True
1009,P314043,Obv,saa05,"[16, 473, 310, 615]",3.54,True
1018,P334410,Obv,saa05,"[615, 83, 1212, 607]",1.79,True
1023,P334410,Rev,saa05,"[638, 1275, 1232, 1799]",1.79,True
1028,P313743,Obv,saa05,"[1010, 234, 1472, 892]",1.66,True
1048,P334198,Obv,saa05,"[570, 318, 995, 942]",2.66,True
1051,P334198,Rev,saa05,"[573, 1150, 988, 1776]",2.66,True
1057,P313886,Rev,saa05,"[505, 60, 753, 589]",2.96,True
1066,P313603,Rev,saa05,"[76, 112, 633, 905]",1.04,True
1069,P314281,Rev,saa05,"[866, 65, 1480, 593]",2.29,True
1076,P314281,Obv,saa05,"[868, 1008, 1470, 1532]",2.29,True
1080,P334296,Obv,saa05,"[368, 54, 884, 835]",2.09,True
1089,P314323,Obv,saa05,"[392, 80, 750, 908]",3.45,True
1096,P313550,Obv,saa05,"[276, 67, 618, 516]",2.4,True
1103,P313514,Obv,saa05,"[25, 7, 379, 611]",3.23,True
1108,P334405,Obv,saa05,"[534, 313, 1131, 933]",2.04,True
1114,P334405,Rev,saa05,"[545, 1748, 1153, 2337]",2.04,True
1120,P334497,Obv,saa05,"[321, 66, 796, 619]",2.98,True
1136,P334617,Obv,saa05,"[312, 65, 611, 511]",1.98,True
1152,P313552,Obv,saa05,"[457, 109, 956, 1022]",2.45,True
1157,P313552,Rev,saa05,"[472, 1481, 959, 2385]",2.45,True
1171,P334338,Obv,saa05,"[367, 69, 744, 614]",2.01,True
1177,P314070,Rev,saa05,"[0, 0, 424, 592]",2.44,True
1178,P314070,Obv,saa05,"[11, 600, 417, 1208]",2.44,True
1182,P334559,Obv,saa05,"[487, 480, 1308, 1738]",1.36,True
1185,P334559,Rev,saa05,"[505, 2241, 1332, 3488]",1.36,True
1209,P313812,Rev,saa05,"[527, 186, 1029, 654]",2.32,True
1211,P313812,Obv,saa05,"[537, 1038, 1028, 1497]",2.32,True
1217,P314029,Obv,saa05,"[553, 96, 877, 387]",4.0,True
1229,P313940,Obv,saa05,"[533, 793, 794, 1323]",2.31,True
1235,P334618,Obv,saa05,"[218, 55, 511, 377]",2.24,True
1242,P334145,Rev,saa05,"[445, 78, 778, 606]",2.91,True
1247,P334145,Obv,saa05,"[453, 777, 777, 1300]",2.91,True
1252,P314037,Obv,saa05,"[496, 346, 861, 856]",1.79,True
1257,P314037,Rev,saa05,"[486, 1072, 871, 1564]",1.79,True
1261,P313695,Obv,saa05,"[590, 190, 951, 647]",2.02,True
1265,P313695,Rev,saa05,"[613, 1015, 950, 1454]",2.02,True
1280,P336635,Obv,saa05,"[309, 72, 1281, 1586]",0.97,True
1289,P334305,Obv,saa05,"[574, 302, 948, 951]",3.65,True
1293,P334305,Rev,saa05,"[568, 1576, 932, 2239]",3.65,True
1310,P334865,Obv,saa05,"[351, 70, 744, 786]",2.67,True
1312,P334865,Rev,saa05,"[365, 1020, 744, 1717]",2.67,True
1317,P313853,Obv,saa05,"[287, 54, 548, 462]",3.19,True
1329,P334821,Obv,saa05,"[340, 62, 738, 516]",1.84,True
1336,P313891,Obv,saa05,"[276, 65, 651, 312]",3.29,True
1339,P313891,Rev,saa05,"[274, 548, 658, 803]",3.29,True
1345,P313761,Obv,saa05,"[748, 177, 1305, 1050]",1.87,True
1355,P334072,Obv,saa05,"[883, 339, 1348, 1146]",1.44,True
1359,P334072,Rev,saa05,"[861, 1770, 1345, 2600]",1.44,True
1367,P313630,Obv,saa05,"[493, 64, 894, 513]",3.21,True
1373,P313739,Obv,saa05,"[1, 1, 217, 299]",4.0,True
1381,P334842,Obv,saa05,"[268, 1188, 671, 1939]",1.08,True
1387,P334705,Rev,saa05,"[413, 52, 1044, 921]",2.51,True
1391,P334705,Obv,saa05,"[413, 1267, 1044, 2133]",2.51,True
1395,P334069,Obv,saa05,"[328, 73, 757, 942]",2.97,True
1401,P334069,Rev,saa05,"[344, 1282, 756, 2144]",2.97,True
1409,P313462,Obv,saa05,"[775, 503, 1378, 1679]",3.41,True
1414,P313462,Rev,saa05,"[798, 2019, 1363, 2655]",3.41,True
1426,P334151,Obv,saa05,"[275, 241, 608, 864]",2.6,True
1432,P334151,Rev,saa05,"[300, 1419, 623, 2036]",2.6,True
1437,P334318,Obv,saa05,"[932, 131, 1699, 1073]",1.89,True
1442,P334318,Rev,saa05,"[914, 1434, 1693, 2378]",1.89,True
1446,P313655,Obv,saa05,"[43, 10, 366, 406]",2.79,True
1456,P314256,Rev,saa05,"[336, 52, 732, 566]",1.0,True
1461,P334663,Obv,saa05,"[238, 238, 1975, 1609]",0.7,True
1471,P334848,Obv,saa05,"[913, 308, 1474, 823]",1.82,True
1474,P334848,Rev,saa05,"[908, 1158, 1486, 1678]",1.82,True
1481,P313513,Obv,saa05,"[493, 516, 1058, 919]",1.9,True
1484,P313513,Rev,saa05,"[484, 970, 1087, 1403]",1.9,True
1489,P334607,Obv,saa05,"[303, 87, 870, 912]",3.76,True
1497,P334607,Rev,saa05,"[358, 1446, 897, 2122]",3.76,True
1502,P334694,Rev,saa05,"[355, 79, 775, 770]",2.75,True
1514,P334093,Obv,saa05,"[1074, 311, 1662, 1430]",1.76,True
1516,P334093,Rev,saa05,"[1067, 1823, 1630, 2778]",1.76,True
1520,P334625,Obv,saa05,"[317, 58, 751, 610]",2.0,True
1528,P334783,Obv,saa05,"[360, 81, 663, 772]",3.08,True
1531,P334783,Rev,saa05,"[362, 1048, 659, 1730]",3.08,True
1539,P334138,Obv,saa05,"[607, 333, 979, 1008]",2.59,True
1546,P313578,Obv,saa05,"[682, 277, 1414, 1026]",1.7,True
1552,P313578,Rev,saa05,"[730, 1702, 1415, 2429]",1.7,True
1556,P313616,Obv,saa05,"[420, 63, 800, 780]",1.31,True
1574,P313452,Obv,saa05,"[178, 224, 1461, 4791]",1.0,True
1596,P313542,Obv,saa05,"[298, 64, 664, 652]",1.94,True
1602,P334839,Obv,saa05,"[563, 314, 998, 1020]",2.46,True
1613,P314249,Rev,saa05,"[364, 91, 846, 681]",2.53,True
1615,P314249,Obv,saa05,"[370, 1014, 860, 1610]",2.53,True
1618,P313679,Obv,saa05,"[70, 35, 281, 449]",4.0,True
1621,P334092,Obv,saa05,"[1140, 301, 1863, 1741]",1.93,True
1628,P334092,Rev,saa05,"[1153, 2163, 1877, 3590]",1.93,True
1632,P313494,Obv,saa05,"[606, 224, 1604, 1430]",2.29,True
1640,P334616,Obv,saa05,"[616, 267, 1273, 1080]",1.33,True
1644,P334616,Rev,saa05,"[639, 1485, 1279, 2285]",1.33,True
1651,P334308,Obv,saa05,"[738, 157, 1175, 994]",3.14,True
1658,P334308,Rev,saa05,"[758, 1700, 1191, 2541]",3.14,True
1662,P334401,Obv,saa05,"[632, 360, 1144, 921]",2.44,True
1668,P334401,Rev,saa05,"[665, 1744, 1163, 2303]",2.44,True
1672,P313676,Obv,saa05,"[29, 18, 360, 304]",1.97,True
1681,P334896,Obv,saa05,"[380, 34, 669, 637]",2.84,True
1690,P334538,Obv,saa05,"[337, 64, 846, 657]",2.04,True
1697,P334256,Obv,saa05,"[26, 29, 1174, 903]",2.47,True
1699,P334256,Rev,saa05,"[218, 835, 1206, 2341]",2.47,True
1702,P334556,Obv,saa05,"[50, 220, 420, 653]",2.52,True
1711,P334555,Obv,saa05,"[1098, 612, 1863, 1354]",2.98,True
1718,P334555,Rev,saa05,"[1072, 3194, 1883, 4725]",2.98,True
1724,P313453,Obv,saa05,"[690, 207, 1318, 1326]",1.91,True
1729,P313453,Rev,saa05,"[704, 2089, 1313, 3206]",1.91,True
1736,P313926,Obv,saa05,"[239, 232, 627, 567]",2.95,True
1746,P334339,Obv,saa05,"[411, 103, 906, 929]",2.36,True
1756,P313457,Obv,saa05,"[1, 1, 253, 177]",4.0,True
1757,P313457,Rev,saa05,"[1, 1, 253, 177]",4.0,True
1764,P313455,Obv,saa05,"[677, 291, 1326, 1024]",2.21,True
1770,P314294,Obv,saa05,"[355, 104, 654, 641]",2.42,True
1774,P314294,Rev,saa05,"[353, 901, 650, 1462]",2.42,True
1778,P313893,Obv,saa05,"[307, 48, 688, 409]",3.12,True
1786,P334349,Obv,saa05,"[414, 67, 896, 829]",1.25,True
1792,P313672,Obv,saa05,"[39, 8, 357, 465]",3.18,True
1796,P334557,Obv,saa05,"[74, 62, 393, 249]",4.0,True
1804,P334447,Obv,saa05,"[547, 110, 1203, 1025]",2.4,True
1810,P334447,Rev,saa05,"[544, 2012, 1184, 2916]",2.4,True
1816,P334554,Obv,saa05,"[975, 274, 1607, 989]",1.58,True
1824,P313529,Obv,saa05,"[306, 70, 782, 527]",2.49,True
1830,P313529,Rev,saa05,"[336, 1174, 787, 1602]",2.49,True
1835,P313758,Obv,saa05,"[619, 202, 1074, 1092]",1.64,True
1838,P313758,Rev,saa05,"[615, 1553, 1160, 2440]",1.64,True
1846,P334150,Obv,saa05,"[693, 321, 1111, 1189]",2.87,True
1850,P334150,Rev,saa05,"[696, 1926, 1118, 2797]",2.87,True
1855,P313471,Obv,saa05,"[372, 71, 908, 997]",2.52,True
1859,P313471,Rev,saa05,"[372, 1322, 917, 2272]",2.52,True
1865,P334534,Obv,saa05,"[383, 56, 960, 1067]",2.0,True
1868,P334534,Rev,saa05,"[383, 1353, 957, 2355]",2.0,True
1873,P334373,Obv,saa05,"[376, 301, 778, 1059]",2.85,True
1877,P334373,Rev,saa05,"[395, 1548, 786, 2310]",2.85,True
1880,P313683,Rev,saa05,"[36, 14, 282, 427]",2.27,True
1881,P313683,Obv,saa05,"[40, 444, 299, 830]",2.27,True
1889,P334656,Obv,saa05,"[856, 303, 1373, 1074]",2.08,True
1909,P334073,Rev,saa05,"[435, 86, 741, 650]",2.76,True
1915,P334073,Obv,saa05,"[451, 1182, 753, 1741]",2.76,True
1919,P334782,Obv,saa05,"[466, 43, 1084, 754]",2.54,True
1923,P334782,Rev,saa05,"[468, 1099, 1092, 1795]",2.54,True
1937,P334280,Obv,saa05,"[401, 31, 1020, 1112]",1.99,True
1942,P334280,Rev,saa05,"[376, 1368, 1398, 2485]",1.99,True
1947,P314041,Obv,saa05,"[641, 145, 1059, 860]",1.55,True
1956,P334836,Rev,saa05,"[517, 62, 975, 684]",2.62,True
1963,P313448,Obv,saa05,"[686, 187, 2216, 2353]",1.67,True
1967,P313448,Rev,saa05,"[1084, 811, 1703, 1629]",1.67,True
1974,P334347,Obv,saa05,"[1122, 598, 1851, 2061]",1.91,True
1981,P334347,Rev,saa05,"[1146, 2843, 1875, 4288]",1.91,True
1989,P334257,Obv,saa05,"[315, 305, 662, 907]",2.73,True
1993,P334257,Rev,saa05,"[312, 1178, 659, 1789]",2.73,True
1999,P313419,Obv,saa05,"[540, 333, 1082, 1214]",2.33,True
2005,P313419,Rev,saa05,"[543, 1694, 1076, 2577]",2.33,True
2009,P313473,Obv,saa05,"[748, 65, 1227, 972]",2.99,True
2022,P334646,Obv,saa05,"[601, 55, 1089, 761]",2.45,True
2028,P334646,Rev,saa05,"[589, 1529, 1104, 2275]",2.45,True
2042,P314261,Obv,saa05,"[273, 68, 517, 414]",3.35,True
2057,P334894,Rev,saa05,"[712, 61, 1473, 1363]",1.56,True
2061,P334894,Obv,saa05,"[640, 1919, 1397, 3280]",1.56,True
2066,P334157,Obv,saa05,"[770, 510, 1332, 1083]",2.76,True
2072,P334157,Rev,saa05,"[779, 1406, 1325, 1955]",2.76,True
2078,P334223,Obv,saa05,"[380, 107, 795, 758]",2.8,True
2080,P334223,Rev,saa05,"[387, 1038, 800, 1684]",2.8,True
2085,P313540,Obv,saa05,"[356, 63, 880, 894]",2.74,True
2087,P313540,Rev,saa05,"[353, 1208, 878, 2022]",2.74,True
2091,P314088,Rev,saa05,"[271, 60, 548, 616]",2.89,True
2095,P314088,Obv,saa05,"[272, 803, 520, 1360]",2.89,True
2099,P313922,Obv,saa05,"[580, 259, 1077, 518]",2.44,True
2113,P334180,Obv,saa05,"[472, 263, 827, 961]",3.0,True
2119,P334180,Rev,saa05,"[481, 1473, 838, 2171]",3.0,True
2125,P313445,Obv,saa05,"[802, 311, 1396, 1418]",1.71,True
2129,P313445,Rev,saa05,"[802, 2197, 1381, 3295]",1.71,True
2135,P334222,Obv,saa05,"[489, 151, 1021, 1113]",2.42,True
2139,P334222,Rev,saa05,"[472, 1814, 1025, 2796]",2.42,True
2147,P334146,Rev,saa05,"[956, 514, 1472, 1476]",1.58,True
2151,P334146,Obv,saa05,"[941, 1813, 1457, 2779]",1.58,True
2154,P313822,Obv,saa05,"[276, 220, 699, 852]",3.28,True
2155,P313822,Rev,saa05,"[299, 962, 727, 1588]",3.28,True
2160,P313625,Obv,saa05,"[554, 72, 970, 632]",2.45,True
2167,P336178,Obv,saa05,"[468, 28, 924, 824]",1.86,True
2176,P314140,Rev,saa05,"[644, 67, 962, 1151]",1.41,True
2179,P314140,Obv,saa05,"[637, 1500, 950, 2575]",1.41,True
2183,P314207,Obv,saa05,"[673, 21, 1206, 1030]",2.06,True
2191,P314207,Rev,saa05,"[677, 1922, 1190, 2908]",2.06,True
2200,P314139,Obv,saa05,"[335, 69, 647, 697]",1.92,True
2205,P313612,Obv,saa05,"[423, 54, 947, 913]",2.5,True
2209,P313612,Rev,saa05,"[452, 1259, 931, 2106]",2.5,True
2235,P334725,Rev,saa05,"[362, 61, 1115, 545]",3.58,True
2237,P334725,Obv,saa05,"[365, 850, 1075, 1297]",3.58,True
2240,P314053,Obv,saa05,"[363, 57, 671, 378]",1.98,True
2245,P314053,Rev,saa05,"[360, 519, 665, 824]",1.98,True
2255,P334361,Rev,saa05,"[954, 532, 1435, 1480]",2.18,True
2258,P334361,Obv,saa05,"[966, 2124, 1443, 3076]",2.18,True
2264,P313478,Obv,saa05,"[660, 65, 1126, 736]",3.28,True
2272,P313750,Obv,saa05,"[667, 207, 1100, 893]",1.52,True
2277,P313750,Rev,saa05,"[673, 1328, 1113, 1972]",1.52,True
2283,P313837,Rev,saa05,"[672, 329, 1196, 939]",2.18,True
2288,P313837,Obv,saa05,"[678, 1280, 1191, 1882]",2.18,True
2294,P314300,Obv,saa05,"[799, 121, 1334, 792]",2.32,True
2297,P314300,Rev,saa05,"[808, 1233, 1285, 1886]",2.32,True
2304,P334205,Obv,saa05,"[581, 293, 1181, 1333]",2.38,True
2311,P334205,Rev,saa05,"[597, 2104, 1201, 3132]",2.38,True
2319,P334279,Rev,saa05,"[618, 557, 1297, 2055]",2.24,True
2324,P334279,Obv,saa05,"[624, 3286, 1303, 4790]",2.24,True
2331,P334337,Obv,saa05,"[686, 561, 1707, 1096]",1.38,True
2337,P334337,Rev,saa05,"[690, 2075, 1707, 2614]",1.38,True
2341,P313905,Rev,saa05,"[332, 60, 708, 437]",2.32,True
2344,P313905,Obv,saa05,"[309, 699, 730, 1107]",2.32,True
2351,P334679,Obv,saa05,"[414, 225, 818, 669]",2.74,True
2356,P334786,Obv,saa05,"[814, 104, 1235, 884]",2.25,True
2366,P313548,Obv,saa05,"[331, 76, 551, 586]",3.93,True
2371,P313548,Rev,saa05,"[127, 1713, 823, 1964]",3.93,True
2372,P313867,Obv,saa05,"[54, 56, 439, 402]",2.82,True
2384,P334355,Obv,saa05,"[714, 378, 1179, 1306]",2.31,True
2391,P334355,Rev,saa05,"[741, 2041, 1201, 2968]",2.31,True
2396,P313587,Obv,saa05,"[750, 128, 1436, 1094]",2.23,True
2404,P313587,Rev,saa05,"[762, 2068, 1459, 3047]",2.23,True
2410,P334149,Obv,saa05,"[517, 238, 831, 849]",3.54,True
2418,P334149,Rev,saa05,"[522, 1378, 833, 1976]",3.54,True
2423,P313698,Obv,saa05,"[604, 211, 986, 1025]",2.39,True
2428,P313698,Rev,saa05,"[573, 1395, 973, 2289]",2.39,True
2431,P314265,Obv,saa05,"[314, 62, 691, 457]",2.91,True
2440,P313687,Obv,saa05,"[57, 19, 341, 412]",3.13,True
2452,P334638,Obv,saa05,"[371, 955, 872, 1486]",2.51,True
2455,P313547,Rev,saa05,"[549, 60, 1618, 1391]",1.71,True
2459,P313547,Obv,saa05,"[558, 1915, 1614, 3241]",1.71,True
2463,P313845,Obv,saa05,"[319, 61, 555, 631]",1.63,True
2472,P334529,Obv,saa05,"[344, 67, 840, 877]",2.16,True
2479,P334189,Obv,saa05,"[943, 267, 1519, 1294]",1.68,True
2484,P334189,Rev,saa05,"[954, 1608, 1541, 2664]",1.68,True
2488,P313898,Obv,saa05,"[271, 69, 572, 653]",3.74,True
2491,P313898,Rev,saa05,"[284, 869, 579, 1436]",3.74,True
2496,P334060,Obv,saa05,"[293, 233, 832, 917]",3.64,True
2502,P334060,Rev,saa05,"[311, 1423, 700, 2087]",3.64,True
2509,P313998,Obv,saa05,"[298, 324, 706, 825]",2.56,True
2516,P334564,Obv,saa05,"[387, 82, 829, 693]",2.72,True
2524,P313628,Rev,saa05,"[353, 67, 784, 528]",2.3,True
2527,P313628,Obv,saa05,"[347, 836, 780, 1314]",2.3,True
2533,P334139,Rev,saa05,"[1365, 761, 2237, 2469]",1.44,True
2541,P334139,Obv,saa05,"[1349, 3786, 2253, 5498]",1.44,True
2549,P334674,Obv,saa05,"[561, 277, 1144, 831]",2.88,True
2551,P334674,Rev,saa05,"[573, 1141, 1147, 1705]",2.88,True
2558,P313553,Obv,saa05,"[344, 122, 837, 1037]",3.75,True
2566,P314049,Obv,saa05,"[43, 624, 302, 708]",4.0,True
2568,P334688,Obv,saa05,"[291, 78, 682, 693]",1.0,True
2577,P334187,Obv,saa05,"[492, 263, 885, 976]",4.0,True
2583,P334187,Rev,saa05,"[498, 1586, 891, 2295]",4.0,True
2592,P334199,Obv,saa05,"[707, 323, 1163, 1081]",3.26,True
2595,P334199,Rev,saa05,"[713, 1353, 1157, 2108]",3.26,True
2599,P313970,Rev,saa05,"[253, 63, 582, 273]",2.16,True
2602,P313970,Obv,saa05,"[251, 254, 570, 524]",2.16,True
1,P335533,Rev,saa06,"[952, 619, 1586, 1820]",1.57,True
10,P335533,Obv,saa06,"[963, 2875, 1586, 4060]",1.57,True
18,P335379,Rev,saa06,"[760, 72, 1372, 853]",3.17,True
21,P335379,Obv,saa06,"[766, 1203, 1348, 1972]",3.17,True
27,P335192,Obv,saa06,"[410, 132, 908, 1003]",2.21,True
30,P335192,Rev,saa06,"[400, 1596, 915, 2491]",2.21,True
34,P335497,Rev,saa06,"[75, 50, 373, 669]",2.61,True
40,P335958,Obv,saa06,"[319, 294, 1083, 739]",2.27,True
43,P335958,Rev,saa06,"[312, 1049, 1082, 1472]",2.27,True
45,P335315,Obv,saa06,"[253, 53, 799, 541]",2.96,True
49,P335315,Rev,saa06,"[258, 750, 966, 1232]",2.96,True
54,P335359,Obv,saa06,"[349, 241, 824, 742]",3.09,True
59,P335359,Rev,saa06,"[346, 983, 826, 1483]",3.09,True
65,P335320,Obv,saa06,"[484, 100, 1058, 988]",2.39,True
68,P335320,Rev,saa06,"[494, 1411, 1063, 2279]",2.39,True
71,P335392,Obv,saa06,"[257, 57, 709, 324]",1.04,True
